Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
07/19/1996;Trainspotting;262673;16501785;24000785;3100000;Adapted
08/27/2008;Traitor;7868465;23530831;27664173;22000000;Original
12/02/2005;Transamerica;46908;9015303;15151744;1000000;Original
07/03/2007;Transformers;70502384;319246193;708272592;151000000;TV
06/29/2011;Transformers: Dark of the Moon;97852865;352390543;1123745628;195000000;TV
06/24/2009;Transformers: Revenge of the Fallen;108966307;402111870;836519699;210000000;TV
09/02/2005;Transporter 2;16540720;43095856;85095856;32000000;Original
09/20/2002;Trapped;3210765;6916869;NULL;30000000;Adapted
01/07/2005;Travellers & Magicians;22793;506793;1058893;1800000;Original
11/27/2002;Treasure Planet;12083248;38120554;91800000;100000000;Adapted
10/11/1996;Trees Lounge;47329;749741;NULL;1300000;Original
05/21/1999;Trekkies;125636;617172;NULL;375000;Real Events
01/19/1990;Tremors;3731520;16667084;NULL;10000000;Original
05/12/1999;Trippin';2527909;9017070;NULL;3000000;Original
01/27/2006;Tristram Shandy: A Cock and Bull Story;60886;1253413;3061763;4750000;Adapted
02/11/2000;Trois;200815;1161843;NULL;200000;Original
07/09/1982;Tron;4761795;26918576;NULL;17000000;Original
12/17/2010;Tron: Legacy;44026211;172062763;397562763;200000000;Original
03/22/1989;Troop Beverly Hills;2283443;7190505;NULL;18000000;Original
08/13/2008;Tropic Thunder;25812796;110461307;188163455;90000000;Original
05/14/2004;Troy;46865412;133298577;497398577;150000000;Adapted
10/09/2009;Trucker;12418;52429;NULL;1500000;Original
12/22/2010;True Grit;24830443;171243005;252276928;35000000;Adapted
07/15/1994;True Lies;25869770;146282411;365300000;100000000;Remake
09/10/1993;True Romance;4023420;12281000;NULL;12500000;Original
04/01/2011;Trust;58214;120016;NULL;4000000;Original
08/18/2006;Trust the Man;180271;1530535;2548378;9000000;Original
02/24/2006;Tsotsi;76324;2912606;10235655;3000000;Adapted
10/11/2002;Tuck Everlasting;5268764;19161999;19344615;15000000;Adapted
11/24/1999;Tumbleweeds;41202;1350248;1788168;312000;Real Events
01/10/1997;Turbulence;4464008;11532774;NULL;55000000;Original
12/01/2006;Turistas;3582554;7027762;14321070;10000000;Original
12/27/1995;Twelve Monkeys;178730;57141459;168841459;29000000;Original
04/15/1998;Twenty Four Seven;NULL;72544;NULL;2000000;Original
11/21/2008;Twilight;69637740;192769854;397923934;37000000;Adapted
03/06/1998;Twilight;5866411;15055091;NULL;20000000;Original
06/24/1983;Twilight Zone: The Movie;6614366;29500000;NULL;10000000;TV
07/30/1999;Twin Falls Idaho;49849;985341;1027228;500000;Original
12/09/1988;Twins;11174980;111936388;216600000;15000000;Original
02/27/2004;Twisted;8904299;25195050;40119848;50000000;Original
05/10/1996;Twister;41059405;241888385;495900000;88000000;Adapted
06/25/2004;Two Brothers;6144160;19176754;62176754;72000000;Original
09/07/2001;Two Can Play That Game;7720942;22235901;22391450;13000000;Original
10/07/2005;Two For the Money;8703240;22991379;30491379;20000000;Original
04/24/1998;Two Girls and a Guy;649423;2057193;2315026;1000000;Original
02/13/2009;Two Lovers;94986;3149034;16349034;12000000;Original
12/20/2002;Two Weeks Notice;14328494;93354918;199043309;60000000;Original
04/21/2000;U-571;19553310;77086030;127630030;62000000;Original
01/23/2008;U2 3D;964315;12273816;25545371;15000000;Real Events
06/13/1997;Ulee's Gold;89563;9054736;15600000;2700000;Original
03/03/2006;Ultraviolet;9064880;18522064;20722064;30000000;Original
12/08/2006;Unaccompanied Minors;5815474;16655224;21949214;25000000;Original
11/22/2000;Unbreakable;30330771;94999143;248099143;73243106;Original
07/01/2005;Undead;8527;41196;187847;750000;Original
07/14/1995;Under Siege 2: Dark Territory;12624402;50024083;104324083;60000000;Original
07/31/1981;Under the Rainbow;2287205;18826490;NULL;20000000;Original
09/02/2005;Underclassman;2525364;5654777;NULL;25000000;Original
05/31/2002;Undercover Brother;12037685;38230435;NULL;25000000;Original
09/19/2003;Underworld;21753759;51970690;95708457;22000000;Original
01/20/2012;Underworld: Awakening;25306725;62321039;152492405;70000000;Original
01/20/2006;Underworld: Evolution;26857181;62318875;111318875;45000000;Original
08/26/2005;Undiscovered;676048;1069318;NULL;9000000;Original
08/23/2002;Undisputed;4548750;12398628;NULL;20000000;Original
05/08/2002;Unfaithful;14065277;52752475;119114494;50000000;Remake
02/23/1996;Unforgettable;1442215;2483790;NULL;18000000;Original
08/07/1992;Unforgiven;15018007;101157447;NULL;14400000;Original
04/28/2006;United 93;11478360;31567134;76366864;18000000;Real Events
08/20/1999;Universal Soldier: The Return;4605167;10447421;10717421;40000000;Original
11/03/2006;Unknown;3746;26403;3080493;3700000;Original
05/13/2005;Unleashed;10900901;24537621;49037621;43000000;Original
11/12/2010;Unstoppable;22688457;81562942;169511609;95000000;Real Events
01/25/2008;Untraceable;11354069;28687835;52649951;35000000;Original
05/29/2009;Up;68108790;293004164;731304609;175000000;Original
03/01/1996;Up Close & Personal;11101955;51045801;100645801;60000000;Adapted
12/04/2009;Up in the Air;1181450;83823381;166842739;30000000;Adapted
09/25/1998;Urban Legend;10515444;38116707;72571864;14000000;Original
09/22/2000;Urban Legends: Final Cut;8505513;21468807;38574362;15000000;Original
09/15/2000;Urbania;72129;1032075;NULL;225000;Adapted
03/17/2006;V for Vendetta;25642640;70511035;129231542;50000000;Comics
02/02/2001;Valentine;10024648;20384136;NULL;10000000;Adapted
02/12/2010;Valentine's Day;56260707;110485654;217569328;52000000;Original
08/19/2005;Valiant;5914722;19478106;61746888;35000000;Original
12/25/2008;Valkyrie;21027007;83077762;198686789;75000000;Real Events
10/27/1995;Vampire in Brooklyn;7045379;19637147;NULL;14000000;Original
10/30/1998;Vampires;9106497;20268825;NULL;20000000;Adapted
05/07/2004;Van Helsing;51748040;120150546;300150546;170000000;Original
04/05/2002;Van Wilder;7302913;21305259;38565523;6000000;Original
12/14/2001;Vanilla Sky;25015518;100614858;202726605;70000000;Remake
09/01/2004;Vanity Fair;4833900;16123851;19123851;23000000;Adapted
01/15/1999;Varsity Blues;17515723;52894169;54294169;16000000;Original
11/12/2004;Veer-Zaara;843010;2938532;7017859;7000000;Original
11/06/1998;Velvet Goldmine;301787;1053788;4861972;9000000;Original
09/16/2005;Venom;519489;881745;NULL;25000000;Original
12/21/2006;Venus;35604;3347411;4022411;6000000;Original
10/17/2003;Veronica Guerin;611276;1569918;9438074;17000000;Real Events
12/31/2009;Veronika Decides to Die;NULL;NULL;NULL;9000000;Remake
12/08/2000;Vertical Limit;15507845;68473360;213500000;75000000;Original
11/25/1998;Very Bad Things;3245853;9949470;21094974;10000000;Original
08/15/2008;Vicky Cristina Barcelona;3755575;23216709;77216709;16000000;Original
02/04/1983;Videodrome;1194175;2120439;NULL;5952000;Original
08/04/1995;Virtuosity;8309869;23998226;NULL;30000000;Original
01/15/1999;Virus;6013640;14010690;30626690;75000000;Comics
04/25/1997;Volcano;14581740;47546796;120100000;90000000;Original
11/03/2006;Volver;197703;12899867;85599867;9400000;Original
10/17/2008;W.;10505668;25534493;28575778;25100000;Real Events
12/25/1997;Wag the Dog;92079;43057470;64252038;15000000;Adapted
01/31/1997;Waiting for Guffman;37990;2922988;NULL;4000000;Original
10/07/2005;Waiting...;6021106;16124543;18634543;1125000;Original
05/02/2007;Waitress;92034;19097550;22271950;1500000;Original
11/20/1998;Waking Ned Devine;148971;24793251;55193251;3000000;Original
12/21/2007;Walk Hard: The Dewey Cox Story;4174383;18317151;20575121;35000000;Original
11/18/2005;Walk the Line;22347341;119519402;186653947;29000000;Real Events
07/17/1996;Walking and Talking;44602;1287480;1615787;1000000;Original
04/02/2004;Walking Tall;15501114;46213824;47313824;56000000;Remake
12/11/1987;Wall Street;4104611;43848100;NULL;16500000;Original
09/24/2010;Wall Street: Money Never Sleeps;19011188;52474616;137431619;70000000;Original
06/27/2008;WALL-E;63087526;223808164;532743103;180000000;Original
10/05/2005;Wallace & Gromit: The Curse of the Were-Rabbit;16025987;56068547;185724838;30000000;Original
12/25/2008;Waltz with Bashir;50021;2283849;11125664;2000000;Real Events
02/24/2012;Wanderlust;6526650;17262055;18306639;32500000;Original
06/27/2008;Wanted;50927085;134508551;340934768;75000000;Comics
08/24/2007;War;9820089;22486409;40686409;25000000;Original
06/03/1983;War Games;6227804;74433837;NULL;12000000;Original
12/25/2011;War Horse;7515402;79781907;134481907;70000000;Adapted
05/23/2008;War, Inc.;35336;580862;1296184;10000000;Original
01/10/1991;Warlock;NULL;8824553;NULL;7000000;Original
09/24/1993;Warlock: The Armageddon;1747317;3902679;NULL;3000000;Original
09/09/2011;Warrior;5242107;13657115;23057115;25000000;Original
05/02/1997;Warriors of Virtue;3277084;6448817;NULL;35000000;Original
03/06/2009;Watchmen;55214334;107509799;184068357;138000000;Comics
04/28/2006;Water;56280;5529144;8119205;3000000;Original
07/28/1995;Waterworld;21171780;88246220;264246220;175000000;Original
02/14/1992;Wayne's World;18122710;121697323;183097323;20000000;TV
10/12/2007;We Own the Night;10826287;28563179;54700285;28000000;Original
03/01/2002;We Were Soldiers;20212543;78120196;114658262;70000000;Adapted
12/15/1989;We're No Angels;2047630;10555348;NULL;20000000;Adapted
07/15/2005;Wedding Crashers;33900720;209218368;283218368;40000000;Original
12/30/2009;Weisse Band: Eine deutsche Kindergeschichte, Das;59848;2222862;13136561;18000000;Original
02/08/2008;Welcome Home Roscoe Jenkins;16207730;42436517;43607627;27500000;Original
02/20/2004;Welcome to Mooseport;6775132;14469428;NULL;26000000;Original
05/10/1996;Welcome to the Dollhouse;NULL;4198137;4726732;800000;Original
10/29/2010;Welcome to the Rileys;42145;152857;312857;10000000;Original
06/06/2003;Whale Rider;137418;20779666;38833352;4300000;Adapted
04/04/2003;What a Girl Wants;11434964;35990505;NULL;25000000;Remake
10/02/1998;What Dreams May Come;15833592;55485043;71485043;80000000;Adapted
10/17/2008;What Just Happened;192508;1090947;2412123;27000000;Adapted
07/21/2000;What Lies Beneath;29702959;155464351;288693989;90000000;Original
03/03/2000;What Planet Are You From?;3008746;6291602;NULL;50000000;Original
02/06/2004;What the #$'! Do We Know;61033;10941801;NULL;4000000;Real Events
12/15/2000;What Women Want;33614543;182805123;372100000;65000000;Original
06/01/2001;What's the Worst That Could Happen?;13049114;32267774;38462071;30000000;Original
09/30/2011;What's Your Number?;5421669;14011084;30711084;20000000;Original
03/24/2000;Whatever it Takes;4104298;8735529;NULL;15000000;Adapted
06/19/2009;Whatever Works;266162;5306706;35106706;15000000;Original
02/03/2006;When a Stranger Calls;21607203;47860214;66944472;15000000;Remake
06/06/2008;When Did You Last See Your Father?;39210;1071240;2476491;8000000;Adapted
09/20/1996;When The Cat's Away;NULL;1652472;2525984;300000;Original
04/28/2000;Where the Heart Is;8292939;33771174;40862054;15000000;Adapted
10/14/2005;Where the Truth Lies;139542;872142;1415656;25000000;Adapted
10/16/2009;Where the Wild Things Are;32695407;77233467;99123656;100000000;Adapted
10/02/2009;Whip It;4650812;13043363;NULL;15000000;Adapted
09/01/2000;Whipped;2729625;4142507;NULL;3000000;Original
06/23/2004;White Chicks;19676748;69148997;111448997;20000000;Original
01/18/1991;White Fang;5640712;34729091;NULL;14000000;Adapted
01/07/2005;White Noise;24113565;56094360;92094360;10000000;Original
01/05/2007;White Noise 2: The Light;NULL;NULL;8243567;10000000;Original
10/11/2002;White Oleander;5607480;16357770;21657770;16000000;Adapted
02/02/1996;White Squall;3908514;10229300;NULL;38000000;Real Events
09/11/2009;Whiteout;4915104;10275638;12254746;35000000;Comics
06/22/1988;Who Framed Roger Rabbit;11226239;154112492;351500000;70000000;Adapted
04/02/2010;Why Did I Get Married Too?;29289537;60095852;60631493;20000000;Adapted
09/03/2004;Wicker Park;5467281;13001257;21601257;30000000;Remake
03/02/2001;Widow of St. Pierre;31702;3058380;NULL;13000000;Real Events
06/25/2010;Wild Grass;39162;403952;1903952;14000000;Adapted
10/29/2010;Wild Target;23174;109338;NULL;8000000;Remake
03/20/1998;Wild Things;9622444;29795299;55576699;20000000;Original
06/30/1999;Wild Wild West;27687484;113805681;221229335;175000000;TV
03/14/2003;Willard;4010593;6882696;NULL;20000000;Remake
09/17/2004;Wimbledon;7118985;16862585;41862585;35000000;Original
01/23/2004;Win a Date with Tad Hamilton!;7320066;16980098;NULL;24000000;Original
06/14/2002;Windtalkers;14520412;40914068;77628265;115000000;Original
03/12/1999;Wing Commander;5114365;11578022;NULL;30000000;Video Game
04/18/2003;Winged Migration;33128;11689053;33189053;28000000;Real Events
07/15/2011;Winnie the Pooh;7857076;26692846;36439948;30000000;Adapted
02/17/2006;Winter Passing;28091;107492;113783;3500000;Original
06/11/2010;Winter's Bone;84797;6531503;14231503;2000000;Adapted
12/31/1986;Witchboard;NULL;7369373;NULL;2000000;Original
08/20/2004;Without a Paddle;13528946;58156435;65121280;30000000;Adapted
09/11/1998;Without Limits;56180;780326;NULL;25000000;Real Events
02/08/1985;Witness;4539990;65532576;NULL;12000000;Original
06/17/1994;Wolf;17911366;65011757;131011757;70000000;Original
12/25/2005;Wolf Creek;2805754;16186348;27649774;1100000;Real Events
09/22/2000;Woman on Top;2008191;5018450;10192613;8000000;Original
03/30/2012;Womb;NULL;NULL;NULL;13000000;Original
02/23/2000;Wonder Boys;5808919;19389454;33422485;35000000;Adapted
10/03/2003;Wonderland;91798;1060512;NULL;5500000;Real Events
05/08/1998;Woo;2517263;8064972;NULL;13000000;Original
06/16/2006;Wordplay;32847;3121270;3177636;500000;Real Events
08/09/2006;World Trade Center;18730762;70278893;163278893;65000000;Real Events
08/21/2009;World's Greatest Dad;4675;221805;295750;10000000;Original
03/30/2012;Wrath of the Titans;33457188;36030512;114030512;150000000;Adapted
10/19/2007;Wristcutters: A Love Story;42808;446165;460136;1000000;Adapted
05/30/2003;Wrong Turn;5161498;15417771;28649556;10000000;Original
05/05/2006;Wu ji;272838;669625;35869934;30000000;Original
06/24/1994;Wyatt Earp;7543504;25052000;NULL;63000000;Real Events
07/14/2000;X-Men;54471475;157299717;296339717;75000000;Comics
05/01/2009;X-Men Origins: Wolverine;85058003;179883157;374825760;150000000;SpinNULLOff
06/03/2011;X-Men: First Class;55101604;146408305;355408305;160000000;Comics
05/26/2006;X-Men: The Last Stand;102750665;234362462;459359555;210000000;Comics
05/02/2003;X2;85558731;214949694;407711549;125000000;Comics
10/07/2011;Xinhai geming;55850;135739;NULL;30000000;Real Events
08/09/2002;xXx;44506103;141930000;267200000;70000000;Original
04/29/2005;XXX: State of the Union;12712272;26873932;71073932;60000000;Original
03/15/2002;Y Tu Mama Tambien (And Your Mother Too);408091;13649881;33649881;5000000;Original
06/19/2009;Year One;19610304;43337279;57604723;60000000;Original
02/26/2010;Yellow Handkerchief, The;37296;318623;NULL;15500000;Remake
11/18/1983;Yentl;341768;39012241;NULL;12000000;Adapted
06/24/2005;Yes;28451;396035;661221;1700000;Original
12/19/2008;Yes Man;18262471;97690976;225990976;50000000;Adapted
09/24/2010;You Again;8407513;25702053;31202053;20000000;Original
11/10/2000;You Can Count on Me;118170;9180275;11005992;1200000;Original
01/30/2004;You Got Served;16123105;40066497;48066497;8000000;Original
06/22/2007;You Kill Me;233709;2426851;NULL;4000000;Original
06/13/1967;You Only Live Twice;NULL;43100000;111600000;9500000;Adapted
09/22/2010;You Will Meet a Tall Dark Stranger;160103;3247816;34247816;15000000;Original
07/14/2006;You, Me and Dupree;21525560;75802010;130402010;54000000;Original
12/18/1998;You've Got Mail;18426749;115821495;250800000;65000000;Adapted
12/09/2011;Young Adult;310263;16311571;20511571;12000000;Original
08/12/1988;Young Guns;7011393;44726644;NULL;13000000;Original
12/04/1985;Young Sherlock Holmes;2528234;19739000;NULL;18000000;Adapted
11/23/2005;Yours, Mine and Ours;17461108;53359917;72359917;45000000;Remake
01/08/2010;Youth in Revolt;6888334;15285588;19685588;18000000;Adapted
08/13/2004;Yu-Gi-Oh;9485494;19762690;28762690;20000000;TV
10/31/2008;Zack and Miri Make a Porno;10065630;31457946;36856306;24000000;Original
11/11/2005;Zathura;13427872;28045540;58545540;65000000;Adapted
01/30/1998;Zero Effect;434840;2080693;NULL;5000000;Original
03/02/2007;Zodiac;13395610;33080084;83080084;85000000;Adapted
10/02/2009;Zombieland;24733155;75590286;102791207;23600000;Original
09/28/2001;Zoolander;15525043;45172250;60780981;28000000;Original
08/11/2006;Zoom;4510408;11989328;12506188;35000000;Comics
04/06/2007;Zwartboek;112521;4398532;26798532;22000000;Real Events
